ดังกล่าวข้างต้น|PRON 
เอาตัวรอด|V
เอาตัวรอด|V
เอาธุระ|V
เอาเปรียบ|V
เอารัดเอาเปรียบ|V
เอาอกเอาใจ|V
เอาอย่าง|V
เอื้อน|V
เอื้อน|V
เอื้ออาทร|V
เอื้ออารี|V
แอ่ง|N
แอ่น|V
แอ่น|ADJ
แอฟริกา|N
โอ้|INT
โอกาสดี|N
โอกาสหน้า|N
โอนย้าย|V
โอนสัญชาติ|V
โอบกอด|V
โอบรัด|V
โอบอ้อม|V
โอ้อวด|V
ไอ|N
ไอ|V
ไออุ่น|N
เฮโรอีน|N
อีกา|N
ท้ายสุด|ADV
ทำเวรทำกรรม|V
ทางป่า|N
ทางรอด|N
ทางสายรอง|N
ทางสายหลัก|N
ท่าจอดเรือ|N
ท่าเทียบเรือ|N
ทาบกิ่ง|V
ทางนู้น|N
ท้ายแถว|N
ทางน้ำไหล|N
ท้ายสุด|ADJ
ทำกรรมทำเวร|V
ทำกับข้าว|V
ทำการเกษตร|V
ทำนองเสียง|N
ทำบาปทำกรรม|V
ทำร้ายร่างกาย|V
ทำไร่ทำนา|V
ไถ|V
ท้าพนัน|V
ทั้งๆที่|CONJ
ไถ|N
ไถ|V
ไถ|V
ทนฝืน|V
ทรามเชย|N
ทวงสิทธิ์|V
ทองคำบริสุทธิ์|N
ทะลุทะลวง|V
ทางเบี่ยง|N
ทั้งปี|ADV
ทำอาหาร|V
ทันทีทันควัน|ADV
ทัพบก|N
ทัพเรือ|N
ทัพอากาศ|N
ทั่วทุกทิศ|ADV
ทางกระสุน|N
ทางการทหาร|N
ทางคมนาคม|N
ทางแคบ|N
ทั้งปี|ADJ
เที่ยว|V
ทำเลที่ตั้ง|N
เทียบ|V
เทียบ|V
เทียบ|V
เทียบเคียง|V
เทียบเท่า|V
เที่ยว|N
เที่ยว|CLAS
เทียน|N
เที่ยว|V
เท่าเทียม|V
เทือกเขา|N
แท่ง|CLAS
แทรกตัว|V
แทรกตัว|V
แทะ|V
แทะเล็ม|V
โทรม|V
โทรม|V
โทสะ|N
เที่ยว|N
เทวรูป|N
ทิ้งสมอ|V
ที่ซ่อน|N
ที่พักผ่อน|N
ที่พักฟื้น|N
ทีละเล็กละน้อย|ADV
ที่ลับ|N
ที่ลับ|N
ทุกทิศทาง|ADV
เทียน|N
เทพเจ้า|N
ไทร|N
เทวสถาน|N
เทศน์|V
เทศน์|V
เทศน์|N
เทา|ADJ
เท้า|V
เท้า|N
เท้า|V
เท้าความถึง|V
ทุ่นลอย|N
น้ำดื่ม|N
น่ารักน่าเอ็นดู|V
น่ารับประทาน|V
นารี|N
น่าเวทนา|V
น่าเศร้า|V
น่าสนเท่ห์|V
น่าสะอิดสะเอียน|V
น่าเห็นใจ|V
น่าอนาถ|ADJ
น่าอร่อย|V
น่าอัปยศ|V
ทวนกลับ|V
น้ำเชื้อ|N
น่าเบื่อหน่าย|V
น้ำต้ม|N
น้ำพระพุทธมนต์|N
นำมา|V
น้ำลายไหล|V
น้ำหมึก|N
น้ำอสุจิ|N
นิ่งงัน|V
นิจสิน|ADV
นิ่วหน้า|V
นึกไม่ถึง|V
นึกไว้|V
นึกหวัง|V
น้ำคำ|N
โธ่|INT
เท่ากับ|V
เท่ากับ|V
เท่าเดิม|V
เท่าที่|ADV
เท่าที่|CONJ
เทียมบ่าเทียมไหล่|V
แท้|ADJ
แท้|ADV
แท้|ADJ
แท้จริง|CONJ
แท้จริง|ADV
แทนที่|V
น่าระอา|V
แทบจะ|ADV
น่าพึงพอใจ|V
นรกอเวจี|N
น้อมตัว|V
นักค้นคว้า|N
นักฆ่า|N
นักต้มตุ๋น|N
นับว่า|V
น่าขบขัน|V
น่าขายหน้า|V
นางรำ|N
นางรำ|N
น่าชม|V
เน้นหนัก|V
แทบ|ADV
ในหลวง|N
เน็คไท|N
โน้ตดนตรี|N
โน่น|PRON
โน้น|DET
โน้ม|V
โน้มน้าว|V
ในกรณีที่|N
ในกรณีนี้|N
ในขณะที่|CONJ
ในขณะนั้น|ADV
ในขั้นต้น|ADV
ในทันที|ADV
แนวรบ|N
ในเวลาเดียวกัน|ADV
แนวไม้|N
บทพูด|N
บทสรุป|N
บรรจุตำแหน่ง|V
บริหารร่างกาย|V
บวชเรียน|V
บ่อน้ำพุร้อน|N
บัญชีชื่อ|N
บ้ายศ|V
เบ้|V
เบ้|V
เบนซิน|N
เบ้า|N
ในไม่ช้า|ADV
แน่เทียว|ADV
เบ้า|N
เนรมิต|V
เนินเขา|N
เนิ่นๆ|ADV
เนิบนาบ|ADV
เนื่องด้วย|CONJ
เนืองนิจ|ADV
เนื้อแท้|N
เนื้อเรื่อง|N
เนื้อโลหะ|N
เนื้อหนังมังสา|N
เนื้อหาหลัก|N
โน|V
แน่ใจ|V
เน้น|V
แนบชิด|V
แนบเนียน|ADV
แนบแน่น|ADV
แนวการรบ|N
แนวเขต|N
แนวเขตแดน|N
แนวเขา|N
แนวความคิด|N
แนวคิด|N
แนวตรง|N
แนวพรมแดน|N
แนวไพร|N
แน่จริง|V
ประมือ|V
ปฏิทินโหราศาสตร์|N
ปฏิบัติภารกิจ|V
ปฏิบัติหน้าที่|V
ประจุ|N
ประจุ|N
ประจุ|V
ประดับไฟ|V
เบามือ|ADV
ประมาณตัว|V
ใบเบิกของ|N
ประวัติย่อ|N
ปล้นจี้|V
ปล้อน|V
ปล้อน|V
ปล่อยกาย|V
ปล่อยทิ้ง|V
ปล่อยแสง|V
ปะทะคารม|V
ประเด็นสำคัญ|N
แบน|ADJ
เบาะ|N
เบียด|V
เบียด|V
เบียดเสียด|V
เบี้ยวบูด|V
เบื้องบน|N
แบกหน้า|V
แบ่งปัน|V
ใบไม้|N
แบ่งสรร|V
ใบไม้|N
แบบฉบับ|N
แบบอย่าง|N
โบก|V
โบราณกาล|N
โบราณสถาน|N
โบสถ์|N
ใบบอกบุญ|N
ปัทโธ่|INT
แบ่งแยก|V
ไปรษณีย์ลงทะเบียน|N
ปะปนกัน|V
เปลี่ยวใจ|V
เปลืองที่|V
เปลืองเวลา|V
เปิดร้าน|V
เปื้อนเปรอะ|V
แปลกที่|V
แปลความ|V
เปลี่ยนความคิด|V
โปร่งบาง|V
เปลี่ยนคน|V
ไปสู่สุขคติ|V
ไปๆมาๆ|ADV
ไปๆมาๆ|ADV
ผงะหงาย|V
ผลบุญ|N
ผลวิจัย|N
ผลสรุป|N
ผลักไสไล่ส่ง|V
แปลงผัก|N
เป็นเบี้ยล่าง|V
ผัดวันประกันพรุ่ง|V
ปิดช่องทาง|V
ปิดท้าย|V
เป็นก่ายเป็นกอง|ADV
เป็นกิจวัตร|ADV
เป็นคดี|V
เป็นครั้งเป็นคราว|ADV
เป็นที่ชอบใจ|V
เปลี่ยนสภาพ|V
เป็นน้ำหนึ่งอันเดียวกัน|ADV
ปัดโธ่|INT
เป็นปุ่มปม|ADJ
เป็นผง|ADV
เป็นสาวเป็นแส้|V
เป็นโสด|V
เป็นหนี้เป็นสิน|V
เป็นเอามาก|V
เปรียบกับ|V
เปล่งรัศมี|V
เป็นที่เปิดเผย|V
ดังลั่น|V
ด้านนอก|N
ดอกผล|N
ดอกผล|N
ดักจับ|V
ดักหน้า|V
ดวงตะวัน|N
ดังก้อง|V
เฒ่า|V
ดังลั่น|ADV
ดัดนิสัย|V
ดับชีพ|V
ด่างดวง|ADJ
ด่างดวง|V
ซักผ้า|V
ดั่ง|PREP
ซี่กรง|N
ผิวหนังชั้นนอก|N
ซากพืช|N
ซากสัตว์|N
ซาหริ่ม|N
ซี้|V
ดวงหทัย|N
ซี้|V
ด้านใน|N
ซูบผอม|V
ซูบผอม|ADJ
เซ็นติเมตร|N
เซ่นผี|V
เซ่นไหว้|V
เฒ่า|ADJ
ซี้|ADJ
เด็กแรกคลอด|N
ด้านชา|V
ดูดวง|V
ดูถูกดูแคลน|V
ดูทีท่า|V
ดูหมิ่นดูแคลน|V
ดุจดั่ง|V
เด็กร่อนเร่|N
ดื่มเหล้า|V
เด็กเสิร์ฟ|N
เด็ดสะระตี่|V
เด่า|ADV
เดินเลาะ|V
เดี๋ยวนั้น|ADV
เดือดแค้น|V
เด็กจรจัด|N
ดำคล้ำ|ADJ
ด้านบน|N
ด้านล่าง|ADV
ด้ามจับ|N
ดารานำชาย|N
ดาวเด่น|N
ดุ่ม|ADV
ดำคล้ำ|V
ซอยตัน|N
ดำเนินเรื่อง|V
ดำรงชีวิต|V
ดำๆด่างๆ|ADJ
ดำๆด่างๆ|V
ดิ่งไป|V
ดีมาก|ADV
ดำขำ|ADJ
ใจหิน|V
โฉดเขลา|ADJ
แจ๋ว|V
แจ๋ว|ADJ
แจ๋ว|ADJ
ใจความสำคัญ|N
เจ้าอารมณ์|ADJ
ใจหิน|ADJ
เจ้าตำรับ|N
ฉงนใจ|V
ฉบับร่าง|N
ฉบับร่าง|ADJ
ฉลากยา|N
ฉายานาม|N
ซัดเซพเนจร|V
ใจมาร|ADJ
จุดประกาย|V
จับเนื้อต้องตัว|V
จากกัน|V
จานรองถ้วย|N
จ่ายกับข้าว|V
จ่าหน้าซอง|V
แจ้งเหตุ|V
จำไว้|V
ช่วงเวลา|N
จุดเริ่ม|N
จุดสุดยอด|N
จุดสุดยอด|N
จู้จี้จุกจิก|V
จู้จี้จุกจิก|ADJ
เจ้าของกิจการ|N
จำกัดราคา|V
แช่น้ำ|V
โฉดเขลา|V
เช่นใด|QUES
เชิงเนิน|N
เชื่อใจได้|V
เชื้อเพลิง|N
ชายตาดู|V
แช่งด่า|V
ชานเรือน|N
โชคเคราะห์|N
โชคช่วย|V
โชคชะตาราศี|N
ใช้ชีวิต|V
ใช้แล้ว|ADJ
ซองปืน|N
เชื่อลมปาก|V
ช่างกล้อง|N
ช่วยกัน|V
ชักพา|V
ชั่วขณะหนึ่ง|N
ชั่วครู่หนึ่ง|N
ชั่วโคตร|N
ชี้ชัด|V
ชั่ววูบ|ADV
โดยจงใจ|ADV
ช่างถ่ายรูป|N
ช้างทรง|N
ช่างพินิจพิเคราะห์|V
ช่างพินิจพิเคราะห์|ADJ
ช่างเพชรพลอย|N
ช่างวาดภาพ|N
ชั่วประเดี๋ยวประด๋าว|ADV
แต่ว่า|CONJ
ถุยน้ำลาย|V
เต่า|ADV
เต่า|N
เต่า|N
เติม|V
เต็มความสามารถ|ADV
แตกใบอ่อน|V
ตุ้ยนุ้ย|V
โต้กลับ|V
ถนนสายหลัก|N
ถนอมกล่อมเกลี้ยง|V
ถามทุกข์สุข|V
ถ่ายความหมาย|V
แด่ว|ADV
เตี้ย|V
ติดหนี้ติดสิน|V
ตำหนิโทษ|V
ตำแหน่งหน้าที่|N
ติดกับดัก|V
ติดกับดัก|V
ติดแจ|V
เต่า|N
ติดยาเสพติด|V
ถูกคอกัน|V
ติดอยู่ในใจ|V
ติดๆขัดๆ|V
ตีกลับ|V
ตื้นๆ|ADJ
ตื้นๆ|ADJ
ตุ้ยนุ้ย|ADJ
ติดเป็นนิสัย|V
ผิดแผกแตกต่าง|V
ถึงที่สุด|ADV
ผิดธรรมชาติ|ADJ
ผิดธรรมชาติ|ADV
ผิดปรกติ|V
ผิดใจกัน|V
ผิดแผกแตกต่าง|ADJ
ผิดจารีตประเพณี|V
ผิดรูป|V
ผิดลักษณะ|V
ผิดส่วน|V
ผิวนอก|N
กกกอด|V
ผิดปรกติ|ADJ
ผ่านหน้า|V
เถ้าถ่าน|N
แถบยศ|N
แถลง|V
โถ|INT
โถ|N
ผิดทาง|V
ผ้านวม|N
ตามหา|V
ผ้านุ่ง|N
ผ้าผวย|N
ผ่าเผย|ADJ
ผ่าเผย|ADV
ผายผัน|V
ผิดคำสัตย์|V
ผ่านราคา|V
ตราประทับ|N
ตารางเรียน|N
ตรงเผง|ADV
ตรมใจ|V
ตรวจการ|V
ตรวจทาน|V
ต้นอ่อน|N
ตราตรึงใจ|V
ตกหลุมพราง|V
ตลอดวันตลอดคืน|ADV
ตอบรับ|V
ต่อรองราคา|V
ต่อราคา|V
ตะเบ็งเสียง|V
ตะลึงงัน|V
ตรอม|V
ได้ขนาด|V
จอเงิน|N
โดยฉับพลัน|ADV
โดยด่วน|ADV
โดยถูกกฎหมาย|ADV
โดยไม่ตั้งใจ|ADV
ตรงดิ่ง|V
โดยเหตุที่|CONJ
ตั้งฉายา|V
ได้ส่วน|V
ไดอารี่|N
ตกไข่|V
ตกค่ำ|N
ตกใจกลัว|V
ตกปากรับคำ|V
โดยสมัครใจ|ADV
ตามใจชอบ|ADV
ต่างถิ่น|ADJ
ต่างถิ่น|N
ต่างบ้านต่างเมือง|N
ต้านลม|V
ตั้งเจตนา|V
ตามแจ|V
ตัวกันชน|N
ตามทัน|V
ตามทัน|V
ตามมารยาท|ADV
ตามล่า|V
ตามสมัยนิยม|ADV
โดยกะทันหัน|ADV
กบฎ|N
ตามกำหนด|ADV
ตัดไฟต้นลม|V
ตามเหตุการณ์|ADV
ตั้งถิ่นฐาน|V
ตั้งเป้า|V
ตั้งเวลา|V
ตัดความสัมพันธ์|V
ตัดช่องทาง|V
ตัวอย่างสินค้า|N
ตัดพ้อต่อว่า|V
ตัวบรรจง|N
ตัดไมตรี|V
ตัดสัมพันธ์|V
ตัดสายป่าน|V
ตัดสินคดี|V
ตัวกระทำ|N
ตั้งใจฟัง|V
ตัดแต่ง|V
ขนมรังนก|N
ขว้างทิ้ง|V
ขนมตะโก้|N
ขนมทองพลุ|N
ขนมทองม้วน|N
ขนมทองเอก|N
ขนมจีนซาวน้ำ|N
ขนมผิง|N
ขนมจาก|N
ขบวนแห่|N
ขม|ADJ
ขม|N
ขม|N
ข่มจิต|V
ขู่กระโชก|V
ขนมนางเล็ด|N
แกงเลียง|N
กาลนาน|ADV
ก้าวย่าง|V
ก้าวย่าง|N
กินทิ้งกินขว้าง|V
กิริยาท่าทาง|N
ขนมจีบ|N
เก้ๆกังๆ|ADV
ของกินของใช้|N
แก่นเรื่อง|N
แกว่งไปแกว่งมา|V
โกรธจัด|V
โกหกพกลม|V
ไกลโพ้น|ADJ
ขจัดคราบ|V
เกล้าผม|V
ขึ้นรถ|V
ขยายเวลา|V
ขีดเส้น|V
ขีดเส้น|V
ขี้ประติ๋ว|ADJ
ขี้ลืม|ADJ
ขี้โกง|ADJ
ขึ้นบัญชี|V
ข่าวไม่มีมูล|N
ขึ้นโรงขึ้นศาล|V
ขึ้นสนิม|V
ขึ้นอยู่กับ|V
ขุดโค่น|V
ขุ่นข้อง|V
จับฉลาก|V
ขึ้นบก|V
ขานชื่อ|V
ของมึนเมา|N
ข้อยืนยัน|N
ขัดเงา|V
ขัดลูกตา|V
ขัดสี|V
ขี้งอน|ADJ
ขาดลุ่ย|V
การออกกฎหมาย|N
ขานตอบ|V
ขายของ|V
ขายดี|V
ข้าราชการชั้นผู้ใหญ่|N
ข่าวโคมลอย|N
ข่าวด่วน|N
ขับไส|V
กล่าวโต้|V
การออกอากาศ|N
กล้วยบวชชี|N
กลัดกระดุม|V
กลับตัวกลับใจ|V
กลายสี|V
กรุสมบัติ|N
กล่าวเตือน|V
กราบทูล|V
กล่าวลอยๆ|V
กล่าวสรุป|V
กล่าวอ้าง|V
กลิ่นคาว|N
กลิ่นเต่า|N
กลืนกัน|V
กล่าวตอบ|V
กระจกหน้ารถ|N
กงล้อ|N
กดออด|V
ก้มตัว|V
ก้มลง|V
กรงขัง|N
กลมารยา|N
กรรมตามสนอง|N
ก่อตัว|V
กระเจิง|ADV
กระชากเสียง|V
กระทบกระเทือนใจ|V
กระทบใจ|V
กระแสไฟ|N
กระหนุงกระหนิง|ADV
กรงขัง|N
การแสดงออก|N
การปะทะ|N
การฝึกฝน|N
การพักผ่อน|N
การพาณิชย์|N
การฟันฝ่า|N
กองหลัง|N
การแสดงความคิดเห็น|N
การปราศรัย|N
การให้ทาน|N
การอนุมัติ|N
การอบรม|N
การอบรม|N
การอพยพ|N
การเรียน|N
การปฏิวัติ|N
การออกกำลังกาย|N
ก่อปัญหา|V
ก่อให้เกิด|V
การเขียน|N
การคาดการณ์|N
การซื้อขาย|N
การป้องกัน|N
การโต้ตอบ|N
การปรึกษาหารือ|N
การประกวด|N
การประชุม|N
การประดิษฐ์|N
การประมูลราคา|N
การประเมิน|N
กอดจูบ|V
การโต้ตอบ|N
คุยเขื่อง|V
คู่สร้างคู่สม|N
คิดหวัง|V
คืนสติ|V
คืนสติ|V
คุณภาพดี|ADJ
คิดในใจ|V
คุ้มครองรักษา|V
คิดได้|V
คุยโม้|V
คุยโว|V
คุ้ยหา|V
คู่แค้น|N
คู่ชิง|N
ขุมสมบัติ|N
คุณสมบัติพิเศษ|N
คำเชื่อม|N
คาดโทษ|V
คาตา|ADV
คาเฟอีน|N
ค่าเรียน|N
คำกล่าวขวัญ|N
คิดย้อน|V
คำกล่าวอ้าง|N
เครื่องทอผ้า|N
คำด่า|N
คำนึงถึง|V
คำพ้องความหมาย|N
คำสบถ|N
คำแสดงความยินดี|N
คำหยาบ|N
คำกล่าวนำ|N
จงรัก|V
คู่ทุกข์คู่ยาก|N
งีบหลับ|V
งูหลาม|N
งูเหลือม|N
เงียบสงัด|ADJ
งานทำบุญ|N
โงหัวไม่ขึ้น|V
งานฌาปนกิจศพ|N
จรัสแสง|V
จริตจะก้าน|N
จวนเจียนจะ|AUX
จอแก้ว|N
จ้องเขม็ง|V
ผิวๆ|N
เงียบสงัด|V
เครื่องทำไฟ|N
เค้าโครงเรื่อง|N
เค้าเดิม|N
เคารพบูชา|V
แคร่หาม|N
งามงอน|V
โคลนตม|N
คั่นรายการ|V
งงงวย|V
งงงวย|ADJ
งงงวย|V
งานกินเลี้ยง|N
งานเขียน|N
งานเฉลิมฉลอง|N
โคนขา|N
คลายอารมณ์|V
คาดการณ์ล่วงหน้า|V
ครองเมือง|V
คราวเคราะห์|N
คราวร้าย|N
คลอดลูก|V
คนร้องนำ|N
คลายตัว|V
คนรวย|N
ควรจะ|AUX
ควรระวัง|V
ควันพิษ|N
ความกรุณาปรานี|N
ความกล้าหาญ|N
คลังเก็บของ|N
ไขว้หลัง|V
เข้าท่าเข้าทาง|V
เข้าประจำการ|V
เข้าประจำตำแหน่ง|V
เข้าพวก|V
แขกบ้านแขกเมือง|N
ครวญถึง|V
โขยกเขยก|ADV
ความดีงาม|N
คนกำกับบท|N
คนเขียนข่าว|N
คนพเนจร|N
คนพาล|N
คนพูดมาก|N
คนมั่งมี|N
แขม่วท้อง|V
ความอำมหิต|N
ความละอายใจ|N
ความละเอียดอ่อน|N
ความละเอียดอ่อน|N
ความลำเอียง|N
ความเลวทราม|N
ความเจ็บช้ำ|N
ความเห็นอกเห็นใจ|N
ความย่อยยับ|N
ความอุดมสมบูรณ์|N
ความเอื้ออาทร|N
ค่อนข้างจะ|AUX
คอร์รัปชั่น|N
คอร์รัปชั่น|V
จอมบงการ|N
ความเหงา|N
ความพร้อมเพรียงกัน|N
ค่าจ้างรายเดือน|N
ความต่ำช้า|N
ความแตกต่าง|N
ความทระนง|N
ความเท่าเทียมกัน|N
ความน่ารัก|N
ความรื่นเริง|N
ความป่าเถื่อน|N
ความร่ำรวย|N
ความไพเราะ|N
ความมั่งคั่ง|N
ความมัวหมอง|N
ความมีชัย|N
ความเมตตาสงสาร|N
ความแจ่มแจ้ง|N
ความปรารถนาดี|N
ไม่มีผล|V
ไม่ยั่งยืน|V
ไม่ชัด|V
ไม่ใช่|V
ไม่ดี|ADJ
ไม่ได้ผล|V
ไม่คาดฝัน|V
ไม่มีที่ติ|ADV
ไม่เข้าใจ|V
ไม่มีสติ|V
ไม่มีสติ|V
ไม่มีเหตุผล|ADV
ไม่ย่อท้อ|V
ไม่ยอม|V
แม้กระนั้น|CONJ
ไม่มีการศึกษา|V
แม่แบบ|N
ผิวสองสี|N
แม่ทัพ|N
แม่น|ADV
แม่น|ADV
แม่น้ำ|N
ไม่คาดฝัน|ADJ
แม่บ้าน|N
ไม่ยาก|V
แม่พิมพ์|N
แม่พิมพ์|N
โมฆียะกรรม|N
ไม้|N
ไม่กล้า|V
ไม่ขาดสาย|ADV
แม่บ้าน|N
ยอดรวม|N
ไม่ยอมรับ|V
ยโส|ADJ
ยโส|V
ย่อ|V
ย่อ|V
ย่น|V
ยอดเขา|N
ย่น|V
ยอดรัก|N
ย้อน|V
ย้อน|V
ย่อม|AUX
ย่อยยับ|V
ย่อยยับ|ADV
ย่อง|V
ไม่สดใส|ADJ
ไม่ยาก|ADV
ไม่รับผิดชอบ|V
ไม่รู้คุณ|V
ไม่รู้จบรู้สิ้น|V
ไม่ลืม|V
ยศ|N
ไม่ว่าง|V
แม้|CONJ
ไม่สดใส|V
ไม่สดใส|V
ไม่เห็น|V
ไม่เห็นด้วย|V
ยกพล|V
ย่น|V
ไม่ว่าง|V
มั่นใจ|ADV
มีชีวิต|V
มะนาว|N
มะเร็ง|N
มักได้|V
มักได้|ADJ
มอมแมม|ADJ
มักใหญ่ใฝ่สูง|ADJ
มอบให้|V
มั่นใจ|V
มันสมอง|N
มันสมอง|N
มั่วสุม|V
มากหลาย|ADV
แม่ค้า|N
มักใหญ่ใฝ่สูง|V
มอง|V
ภูมิภาค|N
ภูมิอากาศ|N
มวลมนุษย์|N
มหาราช|N
มหาสมุทร|N
มอมแมม|V
มโหฬาร|ADJ
มีชีวิตชีวา|V
มองหา|V
มองเห็น|V
มอดม้วย|V
มอบ|V
มอบ|N
มอบหมาย|V
มโหฬาร|V
เมีย|N
มิตรสหาย|N
มูล|N
มูลเหตุ|N
เมฆ|N
เม็ด|N
มุด|V
เมินเฉย|V
มุ่งหวัง|V
เมื่อ|ADV
เมื่อก่อน|ADV
เมืองขึ้น|N
เมืองตากอากาศ|N
เมื่อตะกี้|ADV
เมื่อย|V
เมล็ด|N
มือขวา|N
มีศักดิ์ศรี|V
มีสติ|V
มีอัธยาศัย|V
มึง|PRON
มืดสนิท|V
มุมานะ|V
มือ|N
ยัด|V
มือขวา|N
มือจับ|N
มือสะอาด|ADJ
มือหนึ่ง|N
มือหนึ่ง|ADJ
มุ่งหมาย|V
มืดสนิท|ADJ
รอบรู้|V
ระบาด|V
ร้อง|V
ร้อง|V
ร้อน|ADJ
ร้อน|V
ร้อง|V
รอบ|CLAS
รส|N
รอย|N
ร้อยเล่ห์|ADJ
ร่อยหรอ|V
ระงับใจ|V
ระงับเลือด|V
ยั้งใจ|V
รอบ|PREP
รวบรัดตัดความ|V
รถกระบะ|N
รถจักรยาน|N
รถประจำทาง|N
รถมอเตอร์ไซค์|N
ร่วง|V
ร้อง|V
รวบรัด|ADV
ระบาย|V
ร่วม|V
ร่วม|ADV
ร่วมใจ|V
รวมถึง|V
ร่วมมือ|V
รส|N
รวบรัด|V
รากฐาน|N
ระบบ|N
รับปาก|V
รับราชการ|V
รั้ว|N
รัศมี|N
รับแขก|V
รากฐาน|N
รัดกุม|V
รางวัล|N
รายการ|N
ร่ายมนต์|V
ราว|N
ราว|N
ราว|ADV
รัศมี|N
ระลอก|N
ระบาย|N
ระบาย|V
ระบาย|V
ระบุชื่อ|V
ระยะ|N
รับช่วง|V
ระลอก|N
โยน|N
ระลึก|V
ระวัง|V
ระส่ำระสาย|V
รัง|N
รัง|N
รัฐ|N
ระราน|V
ยิ่งใหญ่|ADJ
โยนทิ้ง|V
ยาวเหยียด|V
ยาวเหยียด|ADJ
์ยาเสพติด|N
ย่ำ|V
ยาว|ADJ
ยิ่งนัก|ADV
ย้าย|V
ยิ่งใหญ่|V
ยินยอม|V
ยี่ห้อ|N
ยึด|V
ยืด|V
ยืดเวลา|V
ย่ำ|V
ยาฆ่าแมลง|N
ภูมิคุ้มกัน|N
ยัด|V
ยับเยิน|V
ยั่ว|V
ยั่ว|V
ยาว|V
ยั่วยุ|V
ยืนนาน|ADV
ย่างก้าว|N
ย่างก้าว|V
ยาน|N
ยาน|V
ย่าน|N
ย้าย|V
ยั่วยวนใจ|V
โยกโคลง|V
เยี่ยม|ADJ
เยี่ยม|V
เยือน|V
แย่|V
แยกกัน|V
ยืดหยุ่น|V
แยกแยะ|V
เย้ายวนใจ|V
โยง|V
โยง|V
โยงใย|V
โยน|V
โยน|V
ยั่งยืน|V
แยกย้าย|V
ยุ่งยาก|ADJ
โยน|N
ยืนยง|V
ยื่นเสนอ|V
ยืม|V
ยื้อยุด|V
ยุ|V
เยี่ยม|V
ยุ่งยาก|V
เยาวชน|N
ยุติ|V
ยุบ|V
เยอะแยะ|ADV
เย้า|N
เย้า|V
ยืดหยุ่น|V
ยุค|N
แผ่น|CLAS
แผ่นเสียง|N
เผา|V
เผา|V
เผาศพ|V
เผาไหม้|V
เผา|V
แผง|N
เผอิญ|ADV
แผ่นดิน|N
แผ่นดิน|N
แผ่นดิน|N
แผนที่|N
แผนผัง|N
พลม้า|N
แผ่ขยาย|V
เผด็จการ|V
ผู้สูงวัย|N
ผู้เสียสละ|N
ผู้แสดงนำ|N
ผู้เห็นเหตุการณ์|N
ผู้อ่านข่าว|N
เผา|V
เผชิญหน้า|V
แผ่รัศมี|V
เผด็จการ|ADJ
เผด็จการ|N
เผลอ|V
เผลอ|V
เผลอสติ|V
เผอเรอ|V
ผู้อุปการะ|N
พระภิกษุสงฆ์|N
แผนภูมิ|N
พงไพร|N
พ้นสมัย|V
พ้นอันตราย|V
พนักงานเสิร์ฟ|N
เฝ้าดู|V
พระนารายณ์|N
เฝ้า|V
พระเยซู|N
พรากจากกัน|V
พร่ำบ่น|V
พริ้งเพรา|V
พริ้งเพรา|ADJ
ภูมิปัญญา|N
พระนามาภิไธย|N
ฝาเรือน|N
แผ่วๆ|ADV
แผ่ออก|V
แผ่อิทธิพล|V
โผเข้าหา|V
โผบิน|V
เฝ้ามอง|V
ฝากผีฝากไข้|V
ผู้สั่งการ|N
ฝาหม้อ|N
ฝ่าอันตราย|V
ฝีตีน|N
ฝืนกฎหมาย|V
ฝุ่นธุลี|N
เฝ้า|V
ฝนหลวง|N
ผู้เจรจา|N
ผู้สืบสันดาน|N
ผู้ควบคุมนักโทษ|N
ผู้คุม|N
ผู้โฆษณา|N
ผู้จงรักภักดี|N
ผู้เข้าชมการแสดง|N
ผู้เจ็บป่วย|N
ผู้กำกับภาพยนตร์|N
ผู้ชี้ขาด|N
ผู้ชี้แนะ|N
ผู้ชุบเลี้ยง|N
ผู้เดียว|ADV
ผู้ตัดสินคดี|N
ผู้จำหน่าย|N
ผูกเวร|V
ผีสิง|V
ผึ้งงาน|N
ผึ้งรวง|N
ผุกร่อน|V
ผูกจิต|V
ผู้ค้นคว้า|N
ผู้กระทำผิด|N
ผู้ท้า|N
ผู้ก่อกวน|N
ผู้ก่อการจลาจล|N
ผู้ก่อความไม่สงบ|N
ผู้ก่อเหตุ|N
ผู้กำกับการ|N
ผู้กำกับการแสดง|N
ผูกไมตรี|V
ผู้รับเคราะห์|N
ผู้มีอายุ|N
ผู้มีอำนาจ|N
ผู้ย้ายถิ่น|N
ผู้ร่วมแข่งขัน|N
ผู้ร่วมหุ้น|N
ผู้ติดยา|N
ผู้รักษาการแทน|N
ผู้มอบอำนาจ|N
ผู้รับประกัน|N
ผู้รับมรดก|N
ผู้รู้แจ้ง|N
ผู้ลงทุน|N
ผู้ล่า|N
พลเรือน|N
ผู้รอบรู้|N
ผู้ประดิษฐ์|N
ผู้สืบสกุล|N
ผู้ทำการค้า|N
ผู้ทำนาย|N
ผู้แทนการค้า|N
ผู้นำประเทศ|N
ผู้นำฝูง|N
ผู้มีชัย|N
ผู้ประกาศข่าว|N
ผู้มาเยือน|N
ผู้ประสบภัย|N
ผู้ฝ่าฝืนกฎหมาย|N
ผู้เฝ้าประตู|N
ผู้พิทักษ์|N
ผู้พิทักษ์สันติราษฎ์|N
ผู้ติดสอยห้อยตาม|N
